logFC	AveExpr	t	P.Value	adj.P.Val	B
GPAT3	1.55990477842913	10.7260314692701	8.05954668143016	3.16817705104393e-13	3.67966163495135e-11	19.6476420546994
INTS6	1.06849003478741	9.79157031244526	7.97365508157167	5.10825493993252e-13	5.80397705294724e-11	19.1829289187892
MYBPC3	1.5338255247378	8.97877657513869	7.9499171305141	5.82740891683554e-13	6.21570463343693e-11	19.0548098642432
FLOT1	1.51177553456063	11.0813470537956	7.92959160581644	6.52241520626896e-13	6.75037684664648e-11	18.9452184119946
ALPL	1.81204614923621	13.7332784779562	7.92564610475611	6.66656398923307e-13	6.83192091955424e-11	18.9239568347862
HK3	1.83761039361497	11.5541540847956	7.87402094048885	8.87093639717034e-13	8.74791492071902e-11	18.6461162674353
PTEN	1.00651555586771	11.7169887900182	7.83820079342707	1.0811488168003e-12	1.03681179651501e-10	18.4537318142024
PCNX1	1.27437551592756	11.2463192288759	7.79774794748714	1.35127849406286e-12	1.23902755249465e-10	18.2368616588898
CPD	1.28630371033779	10.5290955248613	7.738914038793	1.86763279641821e-12	1.66857825820167e-10	17.9222116436403
IRAK3	2.04605395462442	10.6906454357372	7.70293054210418	2.27540706545146e-12	1.92556655469339e-10	17.7302207385173
UPP1	1.02745891812481	8.80178121025182	7.7022250150176	2.28422704278179e-12	1.92556655469339e-10	17.7264598547996
RSBN1	1.12779108210079	9.49826938975912	7.66805317722122	2.75453778830456e-12	2.26717980323996e-10	17.5444647889662
CTSA	1.20029806078819	10.2514543043504	7.64582507142994	3.11075900935358e-12	2.50128953267485e-10	17.426251531243
ANXA3	2.22696182319685	11.0726535072993	7.54390326568616	5.42379353308113e-12	3.96467928680399e-10	16.8859707835724
C16orf72	1.17671139555197	10.4241576905109	7.49034064645933	7.25576615593382e-12	5.02281613430306e-10	16.603221139763
PAN3	1.0660539211441	10.1485030974161	7.47512469571452	7.87990222408307e-12	5.38356980054512e-10	16.5230498211494
HIST2H2AC	1.46840595462834	11.3216675368321	7.4311949290002	9.99598071912924e-12	6.57157147528667e-10	16.291969584681
DYSF	1.64230677821733	12.2853582942482	7.37961260094006	1.32073447864717e-11	8.31664909957762e-10	16.0213675195953
IL18RAP	1.98760390147245	12.6010284237226	7.18874011064899	3.67717024520478e-11	2.02302424069082e-09	15.0271537587469
PGD	1.45158982902363	12.3915915590511	7.18118153645913	3.82845633108503e-11	2.08443798052156e-09	14.9880196636534
SLC38A2	1.1726352578189	10.4754940653796	7.18117050112048	3.82868164412264e-11	2.08443798052156e-09	14.9879625422896
ABCA1	2.10741935186221	10.6422686812993	7.15753279899829	4.34267347349115e-11	2.28110380997e-09	14.8656990946452
ATP8B4	1.80646118776535	9.70399512930657	7.1486999956446	4.55177126804949e-11	2.36714751566773e-09	14.8200590009203
PDZD8	1.03445400467717	8.28566452909489	7.08462918530112	6.39736722478612e-11	3.16927391472461e-09	14.4897652004575
GYG1	2.1154402397693	12.2654339293358	7.08291886720335	6.45564102200083e-11	3.18305733976296e-09	14.4809669080022
RNASE2	1.79737660324725	11.8706329495474	7.07526168175527	6.72303490009533e-11	3.27292448270475e-09	14.4415884555726
DACH1	1.7916576063748	8.35136057610219	7.07158240832534	6.85538268656859e-11	3.31756088993988e-09	14.4226741024795
SLC9A1	1.04388766605669	9.98019855345255	7.05001317857543	7.68468166502602e-11	3.68476960754665e-09	14.3118826827261
PADI4	1.24640462131497	12.7634070908029	7.0081247695303	9.58849654256975e-11	4.43489178581777e-09	14.097169873463
SH3GLB1	1.36129110569291	11.8055640524088	6.97629143334065	1.13404958570515e-10	5.00454071059514e-09	13.9343981623654
CA4	2.05778668508898	10.7740904815182	6.96511185369491	1.2027973415256e-10	5.23868358790295e-09	13.8773170153303
B4GALT5	1.12581825980315	12.2348521294891	6.90343454466382	1.66294728491584e-10	6.85935550407e-09	13.5631848774786
IPO11	1.46123434531654	9.25924455545255	6.894649214831	1.74129367014427e-10	7.08239016887864e-09	13.5185485211302
SEC61G	1.03009652508741	10.8203872434088	6.87815899794317	1.89831870331805e-10	7.6614383806114e-09	13.4348391517568
MARC1	1.30155600955669	10.4510757051679	6.80422208542571	2.79248071675353e-10	1.03509932383775e-08	13.0607096130522
CRISPLD2	1.19104230452362	11.5523823095328	6.80232560239431	2.82019229980144e-10	1.04167738903974e-08	13.0511391718163
KLHL2	1.47825333216929	10.2074928765912	6.79410135979445	2.94353981045745e-10	1.07583292443048e-08	13.0096513968137
ITGAM	1.14826855253702	11.7180155111241	6.77103157975967	3.31867248853259e-10	1.18801655899422e-08	12.8934062750705
AGTPBP1	1.36087101980709	10.8449684112263	6.70981827593144	4.55817525023281e-10	1.56218379969454e-08	12.5859140365043
HIST2H2BE	1.36006024897323	10.4235016884453	6.62570207110879	7.03428724234548e-10	2.24860564355466e-08	12.1656687198801
SHKBP1	1.08846424028347	9.56916489673723	6.62056789204799	7.22244905691048e-10	2.30171524365504e-08	12.1401056279664
SEMA4A	1.29969102030079	10.7509499500146	6.61087574722	7.59127956927386e-10	2.4045953132612e-08	12.0918760603909
CDK5RAP2	1.26837726692755	8.04123123927007	6.60312430323134	7.899568264119e-10	2.4871743091818e-08	12.0533297850316
IRF2BPL	1.64012489318661	11.3451792285985	6.5952700661892	8.22452894628673e-10	2.55106828117315e-08	12.0142960359984
LTB4R	1.31837073900158	9.39955179559854	6.58923078244678	8.48332713511614e-10	2.62355676163814e-08	11.9842984412526
VPS9D1	1.31870580189764	9.44444695794891	6.55967092909656	9.87047097305732e-10	2.96064657276604e-08	11.8376770551103
PYGL	1.17469385773228	12.4055031945255	6.55195485535357	1.02679274526393e-09	3.05785315277604e-08	11.7994603421684
ACSL1	1.05743638747245	12.5545843027007	6.5321419163371	1.13621789023636e-09	3.3175658119108e-08	11.7014365715773
OSCAR	1.10770104661457	10.3323156964708	6.47720673705884	1.50334942187855e-09	4.224331050241e-08	11.4304599500997
CYP1B1	2.32189605491418	10.7512767147518	6.43382072230004	1.87385378915149e-09	5.1008837651043e-08	11.2173057506406
RGS18	1.0049639272441	12.4393909060584	6.33448804801571	3.09437237688095e-09	7.68301055950987e-08	10.7321802049511
CNIH4	1.09292052348897	11.1730974864964	6.33305758358544	3.11671496567262e-09	7.720147283454e-08	10.7252238498489
AGTRAP	1.0085007418189	9.8314028759854	6.30676555717801	3.55681964459099e-09	8.60635086687722e-08	10.5975181594295
SLC22A15	1.0771103357378	8.40338551724818	6.30030856462082	3.67393358337158e-09	8.86919809399147e-08	10.5661996394542
MICAL1	1.1222608485819	10.1880128676204	6.28373850881512	3.99211348870922e-09	9.46248578174092e-08	10.4859099433902
CSRNP1	1.07705749726063	10.4306702143942	6.22644007724579	5.3156918679052e-09	1.19494466871426e-07	10.2091715122364
ANKRD33	1.38995674001102	9.29158541345985	6.22500570241818	5.35383922696442e-09	1.20093736994547e-07	10.2022618317018
SULT1B1	1.33577879407795	8.63658496762044	6.21020324838792	5.76357629621777e-09	1.26568619799085e-07	10.1310071142018
IL4R	1.16592491958622	8.7531423775073	6.17267295919017	6.94568225727092e-09	1.47567513486286e-07	9.95077230733562
MSRB2	1.11624254155748	11.1069244843796	6.05742289410202	1.22717107156877e-08	2.39838209155287e-07	9.40116656539671
PFKFB3	1.11281207188163	8.87044016478345	6.05736380736848	1.22752742655772e-08	2.39838209155287e-07	9.40088630962504
UGCG	1.91915092932677	10.2301955793869	6.04942192007024	1.27636174232762e-08	2.46613850139568e-07	9.36323125359532
PLOD1	1.02832795815985	10.5901137163577	6.02843043091818	1.41480952785881e-08	2.69872335669856e-07	9.26384093559723
RETN	3.04000042728741	9.52425844837956	6.02501767933598	1.43867023120277e-08	2.72487062698892e-07	9.24770112605622
CDA	1.06400028702205	11.0271260860949	6.00093039168858	1.61868643418944e-08	2.99471314983757e-07	9.13393655064633
LILRA5	1.45515119107874	12.1491888646715	5.97914552159634	1.80042344375917e-08	3.29017941566689e-07	9.03127452066786
USB1	1.02692171602913	11.148348061438	5.96224541697972	1.95506807748028e-08	3.51744003681606e-07	8.95178224376459
TDRD9	2.24894601495669	8.5148566235292	5.9576102361383	1.99971273475138e-08	3.5693550029936e-07	8.9300029531795
METTL9	1.05698707875827	7.65211769134307	5.93976858139647	2.18108656356576e-08	3.84467080083522e-07	8.84626323730872
NBEAL2	1.02706998061102	10.4931513290876	5.9338303068876	2.24496077509758e-08	3.93074957824037e-07	8.81842471180281
SLC9A8	1.03820617449842	8.6565482620073	5.91642147680103	2.44297918599488e-08	4.19900809542273e-07	8.73690698231569
SIPA1L2	1.45682503508977	9.89920779408759	5.91130027715835	2.50442424877134e-08	4.27059488946277e-07	8.71295361366082
SLC26A8	1.05563049886358	7.53977556775365	5.8775845380926	2.94852035485503e-08	4.9362077113104e-07	8.55556195668645
RNF144B	1.11135845358268	9.58399386857664	5.852110366154	3.33443285398009e-08	5.41224015879718e-07	8.43699883030967
MTF1	1.13298954182678	10.0331628272701	5.85069007013818	3.35734891434164e-08	5.43256473709183e-07	8.4303974667871
MFN2	1.22270193622284	8.98098650481022	5.82235911174149	3.84809529637998e-08	6.09456668682726e-07	8.2989191791881
FAR2	1.13441802024016	9.76205012968613	5.77226919405631	4.89336597897517e-08	7.43464456078887e-07	8.06740296193984
ITGA2B	1.73538754009606	9.28632488413139	5.72903206343073	6.01567813955188e-08	8.91941611244479e-07	7.86853700148755
HSPA1B	1.03237655071811	10.0823135205109	5.72201011086857	6.22031984198489e-08	9.1578877898969e-07	7.83632618204187
ST6GALNAC3	1.23769924298504	7.54800231624818	5.67857561983827	7.6463155078823e-08	1.10244049660543e-06	7.63762422362061
ZNF438	1.10809498180236	9.20197072371533	5.67682152980484	7.71017299511519e-08	1.1085892478396e-06	7.62961927804511
CYSTM1	1.86744505154253	10.6293502410657	5.67025572061322	7.9538677406873e-08	1.13581665974596e-06	7.59966917532937
GADD45A	1.78533528605433	9.88060796911679	5.64451158313327	8.98422655964357e-08	1.26908270578317e-06	7.48244355302371
ATP9A	1.80358228164803	9.5961034460219	5.62936718815569	9.65021349072348e-08	1.34529842191525e-06	7.41363835988013
LIN7A	1.07067827395198	8.43376674142336	5.62931739801461	9.65248078481236e-08	1.34529842191525e-06	7.41341233897931
SLCO4C1	1.11109927994409	8.1126228470219	5.61612687354601	1.02718636279328e-07	1.41559682067043e-06	7.35357819321136
BATF	1.10604151526221	8.5120270570438	5.57511926379486	1.2456250434334e-07	1.68441378771143e-06	7.16812226561484
OLFM4	3.02396691285275	8.89794936156569	5.5574819209852	1.35298754769541e-07	1.80392587194644e-06	7.0886202097604
POR	1.09250668482363	8.66954033053285	5.5453587516654	1.43197716892435e-07	1.89955042471653e-06	7.03406588323603
GRB10	1.15710835301706	7.15810225979319	5.46978080527658	2.03634347396485e-07	2.57850378266091e-06	6.69567009741999
ELANE	3.36147391185039	10.4109423805912	5.46365709310883	2.09501460219281e-07	2.63845634177367e-06	6.66838122490209
HPSE	1.14387733629252	9.04233933476277	5.44495530210079	2.2846032245901e-07	2.83285379675449e-06	6.58516242489175
E2F2	1.39456692183386	9.64415482516058	5.42961909696308	2.4524878256999e-07	3.00890319742266e-06	6.51705654620709
PLIN4	1.09144804177796	8.30288615710219	5.41193938146314	2.66100088559443e-07	3.18619040745917e-06	6.43869708032587
SMARCD3	1.27665966329607	9.25896810575912	5.40258609192581	2.77821281482409e-07	3.30759209035948e-06	6.39730848885825
NT5C3A	1.01914074271023	11.5207210008759	5.37892527873488	3.09767829868467e-07	3.61788058727943e-06	6.29281572098533
BPI	2.72858883504961	9.48566375689781	5.37403525258545	3.16803845665445e-07	3.68992013698676e-06	6.27125711353111
TSPO	1.01555082966405	12.4362200952117	5.35557226415524	3.44802794921119e-07	4.00024818569418e-06	6.1899745680575
STXBP2	1.46806146152441	11.7128834538102	5.35369549949722	3.47780529478019e-07	4.02585811144378e-06	6.18172239377213
BCAT1	1.77000347626772	7.87540550023358	5.25352878280717	5.48880259522402e-07	6.02040435759462e-06	5.74404504940113
FBN2	1.02808138220945	7.86251818475183	5.23399311381642	5.99602251285239e-07	6.50845517412731e-06	5.65932097311874
CLEC4D	1.53543792053307	9.51614721481022	5.19972542746528	6.99818174955614e-07	7.38163408961759e-06	5.51121367718857
SLC11A1	1.01466294346457	9.70823298789051	5.19616340039976	7.11126552151513e-07	7.48768722160804e-06	5.49585563464102
FOLR3	1.41930796611417	11.961636503	5.1927004436089	7.22290909444588e-07	7.57282535248172e-06	5.48093149539019
CYB5R4	1.02611921700394	10.3377403605839	5.1625269363509	8.27069937619177e-07	8.54284788333326e-06	5.35117663635935
STOM	1.3604788104252	10.9873429652664	5.13913162384135	9.18357032221783e-07	9.33811873328239e-06	5.25092025599956
NLRC4	1.3399959676504	8.99193612720438	5.12510178732521	9.77727351586298e-07	9.86504247696097e-06	5.1909454134645
ANPEP	1.16827091438977	10.7580613926642	5.10343905732487	1.07680011908388e-06	1.07679663469776e-05	5.09855955125307
CACNA1E	1.01572171355197	7.00448407618978	5.10102945438469	1.08840587051318e-06	1.08456687935885e-05	5.08829963610095
SOCS3	1.10280471029961	7.74631903546715	5.096755086591	1.10929322218505e-06	1.10199251874374e-05	5.07010778609695
SMIM1	1.41879411393071	8.80936537417518	5.08349645516979	1.17659409034778e-06	1.16357029578101e-05	5.01374461049802
SIAH2	1.01051178832126	8.66330241937226	5.08234021972436	1.18264789550827e-06	1.16845164950359e-05	5.00883412784631
PIK3AP1	1.03345913699371	10.0189220678905	5.05596586717696	1.32925990672672e-06	1.29253523767576e-05	4.89703041087963
CTAGE5	1.06207420535276	6.87904324732847	5.03559460920168	1.45445173596894e-06	1.39677541348421e-05	4.81094692376612
ACER3	1.09079702877875	10.10590364	4.9747160575375	1.90075505085148e-06	1.73828456225289e-05	4.55511676120579
IL18R1	2.11057547472363	10.8015756960292	4.92824435741604	2.32834738650138e-06	2.05523841256324e-05	4.36128031216373
KDM2B	1.25507414899685	5.95982203044526	4.8634795912723	3.08305071670877e-06	2.60526508825843e-05	4.09326449035586
S100P	1.30873864800787	12.9305665785401	4.83770372844488	3.44526292948164e-06	2.85367142645576e-05	3.98729042545521
LRPAP1	1.20322033300551	9.10362235022628	4.82039784601459	3.71124458168596e-06	3.03549605730542e-05	3.91636298365434
CST7	1.60655737957481	11.844684911562	4.73715846074262	5.2944633126551e-06	4.10252223922785e-05	3.57773967417485
F5	1.12828959398268	9.69206975991241	4.73292109778647	5.39051535738373e-06	4.17385607635053e-05	3.56061465340116
COL17A1	1.92715498918189	7.47171889149635	4.69622448332467	6.29596671998428e-06	4.76896667565186e-05	3.41276892120714
S100A12	1.35098736117324	13.4553925080292	4.6876301105569	6.52838370847318e-06	4.91297299529663e-05	3.37826325634759
VNN1	2.0594269613567	9.35840689059124	4.66815701027295	7.08609576698032e-06	5.24581862976242e-05	3.30024954294552
ZDHHC19	3.15184598123071	9.30971767287591	4.66367749118197	7.2207600934703e-06	5.33417704996785e-05	3.28233682969599
VWF	1.2858187997252	7.90984360758394	4.65711235004753	7.42260174188202e-06	5.46782635714537e-05	3.25610665422959
CDC20	1.6280642738748	7.26154631926277	4.64981060015632	7.6534954968308e-06	5.61023761769792e-05	3.22696495126741
MMRN1	1.08119484528426	7.27143677821168	4.62736868077332	8.40742416967571e-06	6.08422557836382e-05	3.13760611368574
GALNT14	1.26560644262362	6.66447938071533	4.61818297519238	8.73628328423472e-06	6.26106590468425e-05	3.10112146261621
HBQ1	1.53313271322599	9.63887032481022	4.6094779799862	9.05937655996795e-06	6.4595950328339e-05	3.06659496247398
PRTN3	2.29048880187323	7.46090797653285	4.5647110192372	1.09118038530109e-05	7.51885864703514e-05	2.88978988882567
OLAH	2.32177112188583	7.82068245172263	4.55199006653255	1.15016737484784e-05	7.84771512355382e-05	2.83978025942239
PCOLCE2	1.87003527351103	7.19464481873723	4.53506196658684	1.2334508919338e-05	8.3397556102096e-05	2.77339059940817
INSL3	1.0324206728819	6.83012820367883	4.5345620171985	1.23599692570639e-05	8.35156810886159e-05	2.77143264066647
GOLGA8S	1.40519901256614	7.03076076387591	4.51178695815086	1.3575110105712e-05	9.05556004690541e-05	2.68240752931618
CXCL16	1.0403335224874	11.0542396143212	4.5115624699652	1.35876423989962e-05	9.05813941305529e-05	2.6815316808011
MPO	2.39248685375118	8.73835539563504	4.51114566854699	1.36109403726582e-05	9.06788780850201e-05	2.67990560103701
SORT1	1.14270041926929	9.54167969594161	4.4967099145976	1.4442050056202e-05	9.51845833779823e-05	2.62365566404894
SAMD14	1.36815285619922	7.85309880531387	4.48623840402391	1.50753166073376e-05	9.88596515034502e-05	2.58293638732816
ALCAM	1.0302581572504	8.74983829450365	4.46582328181764	1.63877261659056e-05	0.000105937477805944	2.50375356664517
GMPR	1.09643468222913	8.08449896929927	4.46520332413923	1.64292547641135e-05	0.000106140296693002	2.50135318264019
AMPH	1.45012942039291	6.40211464189051	4.46035108007914	1.67578083865465e-05	0.000107995913110093	2.4825745925691
EMILIN2	1.01369854253701	10.4077185415912	4.45900485940091	1.68500790731983e-05	0.000108456820537033	2.47736730292471
LTF	1.30149038688938	7.32446683622628	4.45572100474627	1.70772136587412e-05	0.000109851147307582	2.46467000651153
UPB1	1.2471964286063	7.21793938994161	4.40919282881377	2.06300707397799e-05	0.000129907306893325	2.28551690721568
MMP8	3.13396884554174	8.29513825510219	4.40815684309956	2.07167579690589e-05	0.000130296191967854	2.28154396416161
CTSG	2.62014920247165	9.35709615416788	4.40688725998036	2.08234697911412e-05	0.000130786450550011	2.276676144767
CDCA5	1.22353117255669	7.24449743574453	4.39854394805408	2.153802122881e-05	0.000134329914024315	2.24471252834066
C3AR1	1.18272120670316	9.03985642071533	4.38170531270175	2.30526709931969e-05	0.000142248860620949	2.18034170011688
RNASE3	2.00254516182362	9.46690460732847	4.38061569471214	2.31541345622569e-05	0.000142726595453813	2.17618270599954
ANKRD22	1.50124918277873	9.25488064775912	4.34747413053967	2.64537713418432e-05	0.000160116544201671	2.05005679154064
OSM	1.02706757762914	8.81221208260584	4.33156385196	2.81941149632671e-05	0.000169084886095592	1.98976494072423
TSPAN9	1.02054712872205	9.13750880047445	4.3309004313982	2.82690220345541e-05	0.000169338731992661	1.98725455310159
TMEM119	1.57852968673464	6.57240294481752	4.3047917773656	3.13736314093799e-05	0.000186017339263896	1.88869114501036
BEX1	1.10747357026181	7.06785660413139	4.28619260768858	3.37823080528575e-05	0.000198385655099168	1.81875362513161
TPST1	1.4735312600063	9.06155514732847	4.25261424399211	3.8587453427517e-05	0.000222111591782949	1.69307631562962
GP9	1.09789625329764	10.9410862442482	4.23155668906317	4.19283960505234e-05	0.000237034896655555	1.6146483105115
PECR	1.20122737119291	8.48249043767883	4.20738339567176	4.6105773012061e-05	0.000257999810115136	1.52498478620505
OPLAH	1.03412740789764	6.84705814949635	4.20290196854987	4.69228327975638e-05	0.00026173125466005	1.50840574601542
FKBP5	1.24411908055906	11.9613875208394	4.19769316449924	4.78899498561633e-05	0.000265566920873462	1.48915289165767
ASPM	1.01678940074016	7.02223188930657	4.1774247972221	5.18381011160992e-05	0.000283721722016852	1.41441209881275
FAM46C	1.48421698961575	10.5989810224745	4.17557961856579	5.22126242420735e-05	0.000285150763428628	1.40762177914619
AZU1	2.07975178911261	8.36968459727737	4.03050367287805	9.13267110729823e-05	0.000462070721609818	0.881062877586358
THBS1	1.07735225763464	7.82333047091241	4.0095910797973	9.88801040951816e-05	0.000495436279078167	0.806364591919654
OLR1	1.99595449085039	7.8700878090292	3.95792419646687	0.000120180876491838	0.000587857137093677	0.623132181703025
ANKRD34B	1.98659827942756	7.47185759884672	3.94872289595315	0.00012440667062395	0.000606540544791112	0.590698282974458
SAMSN1	1.14629458359528	9.02100378980657	3.87855341672259	0.000161618596344325	0.00076167682037296	0.34533734854422
SEL1L3	1.04119767087087	9.33019458408029	3.87005483393213	0.0001667856082451	0.000782851352934906	0.315859445239736
CAMP	1.81054336209922	11.5995709105109	3.81343073224254	0.000205437899715763	0.0009369294789393	0.120783154026188
RAP1GAP	1.52889614350236	7.66943130545256	3.81285924475055	0.000205868250786991	0.0009384826975475	0.118826132344629
CA1	2.14175615943149	9.06924344164963	3.75916867035775	0.000250346074420203	0.0011069659542785	-0.0639741903944824
TOP2A	1.38421467087717	6.89145619545985	3.74053522068299	0.000267808144984977	0.00117227744536347	-0.126923444923157
AQP10	1.09575490631418	8.30562669366423	3.7394469103614	0.00026886291434121	0.00117541783505172	-0.13059220830276
METTL7B	1.57687571975118	7.25114982105109	3.62016742438242	0.000411608897903645	0.00169859763513099	-0.527388806640801
OSBP2	1.32101542544488	7.71430126033577	3.57851513100509	0.000476497266337782	0.00192560829444214	-0.663453187962752
MAOA	2.03847097147717	6.82977904110949	3.53067804201113	0.000562892064226681	0.00222202067498546	-0.818109479134699
PFKFB2	1.23722157975315	7.75231194679562	3.44908511556399	0.0007451357746639	0.00283129925574764	-1.07788682005966
PRUNE2	1.16755562668032	6.8141722330365	3.42385041756814	0.000811881504642274	0.00305163515570863	-1.15719779884042
EXOSC4	1.09081223910551	7.85531034158394	3.35142220459528	0.00103592634688381	0.00375729982788913	-1.38210341297891
HBD	1.64500180879291	11.0511690789635	3.34381386027528	0.00106255550420563	0.00383790348495558	-1.40549265262626
TMIGD3	1.25795743721417	7.82550493686861	3.32007501512286	0.0011498129633826	0.00410450067353023	-1.47817929780546
SLC2A5	1.21532881414882	7.7480679490292	3.27619068458212	0.00132899642471192	0.00464770813901428	-1.61138821863014
ALAS2	1.08337055784961	8.26341883290754	3.19796368558885	0.00171448016157898	0.00576067538700903	-1.84507735716209
HPGD	1.56041251831732	7.74743071045256	3.00509189690714	0.00315127634733408	0.00961199056279052	-2.40033526334791
CAPN13	1.02415289890473	5.91151374415329	2.99886566453154	0.00321233081390722	0.00975551830266477	-2.41775796046993
TACSTD2	1.4248599960811	7.82109206590511	2.94732482036085	0.00376116971034839	0.0111596670400998	-2.56076438799107
AHSP	1.39399051682835	9.71975652261314	2.9280826729566	0.00398726788276819	0.0117174335615901	-2.61359465731307
MS4A3	1.12244001067245	8.2616262263528	2.87018908624739	0.00474484242301662	0.0135402232726707	-2.77070011818749
ECHDC3	1.0187260200756	8.63258001376642	2.809063709485	0.00568576707573636	0.0157231013869503	-2.93355383772106
ABCA13	1.30314205066378	6.3380175080511	2.7536966667725	0.00668172923184416	0.0180010607372338	-3.07836764303118
IFI27	1.85100166767717	7.54972883189781	2.60420705992087	0.0102107654513027	0.0254854659174946	-3.45641365509706
